Waybill,Customer ID,Order Date,Parcel KG,Courier Charge,Sales amount,Pickup Point ID
PAR4091135697,CUS1420,2022/03/12,3,84.39,86,pup1039
PAR4091174439,CUS1421,2022/03/11,1,53.3,79,pup373
PAR4068774361,CUS1422,2022/03/17,3,,60,pup543
PAR4091148263,CUS1423,2022/03/16,2,53.3,55,pup1489
PAR4091156603,CUS1424,2022/03/29,3,53.3,79,pup3081
PAR4091107790,CUS1425,2022/03/10,3,84.39,114,pup4286
PAR4091199392,CUS1425,2022/03/10,2,53.3,73,pup2318
PAR4068796476,CUS1427,2022/03/29,4,84.39,87,pup3900
PAR4091194690,CUS1428,2022/03/22,3,84.39,112,pup527
PAR4091179991,CUS1429,2022/03/16,3,84.39,124,pup913
PAR4068755578,CUS1430,2022/03/25,3,84.39,113,pup4429
PAR4091158978,CUS1431,2022/03/17,2,53.3,69,pup3703
PAR4068721931,CUS1432,2022/03/23,3,,60,pup511
PAR4091116071,CUS1433,2022/03/28,3,,60,pup758
PAR4091155352,CUS1434,2022/03/15,3,53.3,62,pup3289
PAR4091167332,CUS1434,2022/03/28,2,53.3,66,pup2285
PAR4068785142,CUS1436,2022/03/25,1,73.83,75,pup779
PAR4091117897,CUS1437,2022/03/30,4,73.83,79,pup1575
PAR4091122464,CUS1437,2022/03/14,4,73.83,92,pup2301
PAR4091131211,CUS1439,2022/03/29,3,42.16,44,pup4754
PAR4091128606,CUS1440,2022/03/18,3,84.39,96,pup2312
PAR4091123297,CUS1441,2022/03/14,1,53.3,69,pup1491
PAR4068752207,CUS1442,2022/03/16,4,73.83,94,pup1443
PAR4068794563,CUS1443,2022/03/18,4,42.16,50,pup3174
PAR4068741592,CUS1444,2022/03/31,2,53.3,64,pup2067
PAR4091172457,CUS1445,2022/03/12,4,73.83,79,pup3952
PAR4091121628,CUS1446,2022/03/16,4,84.39,119,pup2224
PAR4091155611,CUS1447,2022/03/29,1,73.83,82,pup646
PAR4091115313,CUS1448,2022/03/17,2,84.39,123,pup2472
PAR4068734602,CUS1449,2022/03/29,3,42.16,50,pup3001
PAR4091140279,CUS1450,2022/03/10,2,84.39,125,pup2243
PAR4068753571,CUS1451,2022/03/18,3,,60,pup3165
PAR4068779803,CUS1452,2022/03/18,2,84.39,108,pup2391
PAR4091100216,CUS1453,2022/03/17,26,118.99,135,pup2308
PAR4091150323,CUS1453,2022/03/17,28,127.2,170,pup2778
PAR4091161739,CUS1453,2022/03/17,29,131.31,184,pup4270
PAR4091178626,CUS1453,2022/03/17,24,110.78,117,pup2285
PAR4068704350,CUS1457,2022/03/25,2,53.3,56,pup720
PAR4091196696,CUS1458,2022/03/23,4,73.83,95,pup650
PAR4068732320,CUS1459,2022/03/22,2,,60,pup1947
PAR4091166651,CUS1460,2022/03/28,2,84.39,113,pup994
PAR4091194630,CUS1461,2022/03/18,2,84.39,103,pup728
PAR4091120083,CUS1462,2022/03/14,3,217.58,265,pup418
PAR4068768027,CUS1463,2022/03/16,2,,60,pup2107
PAR4091112905,CUS1464,2022/03/28,4,73.83,77,pup1967
PAR4091165510,CUS1464,2022/03/09,2,,60,pup2138
PAR4068728967,CUS1466,2022/03/18,2,84.39,104,pup4654
PAR4068724960,CUS1467,2022/03/30,2,,60,pup1007
PAR4068794790,CUS1467,2022/03/25,3,84.39,117,pup1998
PAR4091171130,CUS1469,2022/03/29,8,53.3,54,pup492
PAR4091166592,CUS1470,2022/03/18,5,,60,pup1126
PAR4091191167,CUS1471,2022/03/09,1,42.16,58,pup1949
PAR4091132173,CUS1472,2022/03/22,2,53.3,65,pup3774
PAR4091125314,CUS1473,2022/03/26,4,73.83,91,pup3012
PAR4091198119,CUS1474,2022/03/16,3,84.39,122,pup1862
PAR4091123995,CUS1475,2022/03/09,4,,60,pup757
PAR4091100395,CUS1476,2022/03/22,1,73.83,75,pup3086
PAR4091189855,CUS1477,2022/03/12,4,73.83,88,pup4252
PAR4091137069,CUS1478,2022/03/09,2,,60,pup4291
PAR4091161186,CUS1479,2022/03/15,4,84.39,88,pup759
PAR4091174374,CUS1480,2022/03/14,6,,60,pup3774
PAR4091148904,CUS1481,2022/03/17,8,53.3,56,pup2029
PAR4091164769,CUS1482,2022/03/18,6,53.3,77,pup1433
PAR4091155384,CUS1483,2022/03/25,3,53.3,70,pup925
PAR4091156661,CUS1484,2022/03/10,3,,60,pup1617
PAR4091171316,CUS1485,2022/03/09,2,73.83,75,pup701
PAR4068748942,CUS1486,2022/03/29,1,53.3,70,pup545
PAR4091189375,CUS1487,2022/03/14,1,84.39,107,pup2800
PAR4068707033,CUS1488,2022/03/28,2,53.3,74,pup508
PAR4091149688,CUS1489,2022/03/11,2,217.58,292,pup3997
PAR4068734194,CUS1490,2022/03/22,3,84.39,92,pup1934
PAR4091107651,CUS1491,2022/03/18,3,84.39,112,pup737
PAR4068776936,CUS1492,2022/03/29,4,53.3,62,pup1695
PAR4091119691,CUS1493,2022/03/10,1,84.39,123,pup1556
PAR4068763500,CUS1494,2022/03/25,3,84.39,112,pup3542
PAR4068773852,CUS1495,2022/03/30,2,84.39,100,pup1618
PAR4091190371,CUS1496,2022/03/10,12,94.94,127,pup505
PAR4091197512,CUS1497,2022/03/23,6,,60,pup3741
PAR4068759240,CUS1498,2022/03/31,2,84.39,99,pup2012
PAR4068708470,CUS1499,2022/03/28,4,73.83,102,pup707
PAR4091169971,CUS1500,2022/03/14,9,,60,pup3076
PAR4068766224,CUS1501,2022/03/30,2,84.39,93,pup3069
PAR4091185624,CUS1502,2022/03/16,2,53.3,73,pup373
PAR4068765875,CUS1503,2022/03/23,3,84.39,105,pup441
PAR4068772422,CUS1504,2022/03/25,2,84.39,111,pup2025
PAR4068735509,CUS1505,2022/03/17,2,53.3,65,pup1022
PAR4091137037,CUS1506,2022/03/22,3,84.39,121,pup503
PAR4068765083,CUS1507,2022/03/26,3,84.39,121,pup1456
PAR4068756712,CUS1508,2022/03/09,1,,60,pup1036
PAR4068762223,CUS1509,2022/03/22,3,84.39,88,pup1148
PAR4091191635,CUS1510,2022/03/24,3,73.83,88,pup753
PAR4068724329,CUS1511,2022/03/24,3,217.58,313,pup507
PAR4068786017,CUS1512,2022/03/28,4,217.58,240,pup3939
PAR4091114039,CUS1512,2022/03/22,3,84.39,103,pup984
PAR4068790861,CUS1514,2022/03/18,3,84.39,124,pup1113
PAR4091151624,CUS1515,2022/03/10,2,53.3,59,pup935
PAR4091192989,CUS1516,2022/03/22,4,,60,pup2789
PAR4068751035,CUS1517,2022/03/31,2,84.39,100,pup1561
PAR4091126952,CUS1518,2022/03/09,1,,60,pup931
PAR4091111711,CUS1519,2022/03/28,2,84.39,120,pup902
PAR4068758017,CUS1520,2022/03/30,1,73.83,107,pup896
PAR4091154830,CUS1521,2022/03/09,3,,60,pup713
PAR4068798117,CUS1522,2022/03/22,4,84.39,103,pup3912
PAR4068734080,CUS1523,2022/03/26,4,42.16,54,pup1089
PAR4068726245,CUS1524,2022/03/28,4,217.58,257,pup2084
PAR4068703381,CUS1525,2022/03/29,1,84.39,108,pup3289
PAR4091129961,CUS1525,2022/03/24,1,84.39,96,pup554
PAR4068717067,CUS1527,2022/03/11,2,42.16,50,pup2113
PAR4091147098,CUS1528,2022/03/16,4,84.39,104,pup673
PAR4068757347,CUS1529,2022/03/26,4,84.39,92,pup817
PAR4068767316,CUS1529,2022/03/30,2,84.39,97,pup869
PAR4091194824,CUS1531,2022/03/24,2,73.83,82,pup1431
PAR4068712542,CUS1532,2022/03/18,4,53.3,57,pup859
PAR4068787781,CUS1533,2022/03/26,2,73.83,82,pup1453
PAR4068722719,CUS1534,2022/03/24,1,84.39,104,pup611
PAR4068721237,CUS1535,2022/03/26,3,84.39,102,pup180
PAR4091126199,CUS1536,2022/03/15,4,84.39,85,pup2796
PAR4068728959,CUS1537,2022/03/25,1,53.3,63,pup868
PAR4091132718,CUS1537,2022/03/29,1,53.3,66,pup1953
PAR4091122493,CUS1539,2022/03/14,3,73.83,106,pup2782
PAR4068701603,CUS1540,2022/03/30,6,73.83,82,pup537
PAR4068703830,CUS1540,2022/03/30,4,73.83,85,pup2120
PAR4091136443,CUS1542,2022/03/11,2,53.3,71,pup4185
PAR4091118068,CUS1543,2022/03/28,3,73.83,98,pup4071
PAR4091104795,CUS1544,2022/03/14,3,53.3,78,pup948
PAR4091156693,CUS1544,2022/03/28,2,,60,pup4291
PAR4068718567,CUS1546,2022/03/29,4,73.83,102,pup3155
PAR4091184564,CUS1547,2022/03/16,2,42.16,61,pup614
PAR4091104399,CUS1548,2022/03/09,2,42.16,43,pup735
v$~,CUS1549,2022/03/14,3,,60,pup1423
PAR4091105421,CUS1550,2022/03/09,2,,60,pup1077
PAR4091189145,CUS1550,2022/03/14,3,53.3,74,pup3957
PAR4068736124,CUS1552,2022/03/15,4,84.39,123,pup2538
PAR4091121859,CUS1552,2022/03/22,6,84.39,120,pup2290
PAR4068733923,CUS1554,2022/03/18,2,73.83,97,pup556
PAR4091182916,CUS1554,2022/03/15,2,73.83,101,pup925
PAR4091126500,CUS1556,2022/03/11,2,84.39,91,pup1496
PAR4068735293,CUS1557,2022/03/29,3,,60,pup3068
PAR4091150959,CUS1557,2022/03/29,4,73.83,108,pup632
PAR4091172371,CUS1559,2022/03/14,3,73.83,84,pup2774
PAR4091186854,CUS1560,2022/03/18,4,,60,pup1496
PAR4091195353,CUS1560,2022/03/24,3,84.39,113,pup551
PAR4091175056,CUS1562,2022/03/28,2,73.83,102,pup3119
PAR4068734136,CUS1563,2022/03/19,4,73.83,100,pup608
PAR4068770422,CUS1564,2022/03/23,1,73.83,86,pup2211
PAR4068785510,CUS1565,2022/03/22,3,84.39,103,pup3251
PAR4091183631,CUS1566,2022/03/11,2,53.3,60,pup536
PAR4068712585,CUS1567,2022/03/15,4,84.39,95,pup3902
PAR4068789624,CUS1567,2022/03/19,4,84.39,90,pup874
PAR4068725318,CUS1569,2022/03/18,2,,60,pup737
PAR4091155415,CUS1570,2022/03/31,3,84.39,92,pup536
PAR4091187643,CUS1571,2022/03/17,5,53.3,64,pup964
PAR4091184604,CUS1572,2022/03/28,3,84.39,125,pup549
PAR4091136806,CUS1573,2022/03/14,1,84.39,104,pup648
PAR4091188886,CUS1574,2022/03/15,2,53.3,71,pup627
PAR4068751723,CUS1575,2022/03/16,2,53.3,70,pup1130
PAR4068791713,CUS1576,2022/03/30,2,53.3,59,pup2841
PAR4091171558,CUS1577,2022/03/25,1,53.3,67,pup4641
PAR4091103099,CUS1578,2022/03/30,2,53.3,56,pup4152
PAR4068701948,CUS1579,2022/03/26,4,73.83,109,pup3265
PAR4068731346,CUS1580,2022/03/18,5,84.39,122,pup1956
PAR4091193990,CUS1581,2022/03/11,4,53.3,64,pup1472
PAR4068770395,CUS1582,2022/03/30,2,84.39,89,pup864
PAR4091132112,CUS1582,2022/03/10,6,84.39,124,pup3211
PAR4091145233,CUS1582,2022/03/11,2,84.39,116,pup885
PAR4091162957,CUS1585,2022/03/11,2,84.39,117,pup566
PAR4068724729,CUS1586,2022/03/29,2,53.3,69,pup635
PAR4091145198,CUS1587,2022/03/09,2,42.16,49,pup991
PAR4091105594,CUS1588,2022/03/10,2,53.3,72,pup2784
PAR4091125712,CUS1589,2022/03/24,2,84.39,103,pup3631
PAR4091126221,CUS1590,2022/03/10,3,53.3,69,pup535
PAR4091100647,CUS1591,2022/03/09,2,53.3,59,pup1625
PAR4091189896,CUS1592,2022/03/09,4,73.83,103,pup1932
PAR4091131810,CUS1593,2022/03/10,1,84.39,95,pup3455
PAR4091126687,CUS1594,2022/03/30,3,84.39,92,pup965
PAR4091135790,CUS1595,2022/03/22,1,42.16,46,pup329
PAR4091143597,CUS1596,2022/03/10,1,53.3,69,pup677
PAR4068711715,CUS1597,2022/03/26,5,73.83,98,pup1289
PAR4091102596,CUS1598,2022/03/17,3,73.83,87,pup525
PAR4091121232,CUS1599,2022/03/22,3,73.83,107,pup774
PAR4091137265,CUS1600,2022/03/29,1,,60,pup2407
PAR4091165283,CUS1600,2022/03/10,5,,60,pup1944
PAR4068758171,CUS1602,2022/03/24,7,84.39,114,pup1087
PAR4091178867,CUS1603,2022/03/15,2,84.39,100,pup613
PAR4091152919,CUS1604,2022/03/10,3,84.39,95,pup2562
PAR4091143330,CUS1605,2022/03/10,2,53.3,66,pup1958
PAR4068779027,CUS1606,2022/03/16,4,84.39,104,pup3556
PAR4091187436,CUS1607,2022/03/10,3,217.58,232,pup2367
PAR4068723835,CUS1608,2022/03/28,3,73.83,92,pup2717
PAR4091185712,CUS1609,2022/03/24,4,,60,pup2235
PAR4068717532,CUS1610,2022/03/22,3,73.83,107,pup1988
PAR4068710002,CUS1611,2022/03/22,6,217.58,290,pup771
PAR4091132505,CUS1612,2022/03/15,4,73.83,84,pup1276
PAR4091162122,CUS1612,2022/03/15,2,73.83,95,pup673
PAR4068725056,CUS1614,2022/03/29,1,73.83,81,pup3060
PAR4091165358,CUS1614,2022/03/28,3,73.83,106,pup2246
PAR4091140910,CUS1616,2022/03/16,3,53.3,75,pup1953
PAR4068717658,CUS1617,2022/03/30,4,84.39,125,pup2103
PAR4068767584,CUS1617,2022/03/25,3,84.39,87,pup3781
PAR4068729133,CUS1619,2022/03/30,2,,60,pup2084
PAR4091194706,CUS1619,2022/03/16,11,57.41,70,pup789
PAR4068700000,CUS1621,2022/03/14,1,42.16,46,pup3774
PAR4068764724,CUS1622,2022/03/24,4,53.3,65,pup2210
PAR4091155038,CUS1623,2022/03/17,3,217.58,292,pup1353
PAR4091119760,CUS1624,2022/03/29,3,84.39,99,pup4554
PAR4091180813,CUS1625,2022/03/09,1,84.39,107,pup2533
PAR4091135931,CUS1626,2022/03/15,2,53.3,55,pup988
PAR4091140962,CUS1627,2022/03/22,4,42.16,46,pup3737
PAR4068712291,CUS1628,2022/03/26,3,73.83,105,pup985
PAR4068716539,CUS1629,2022/03/26,3,84.39,88,pup2075
PAR4068773227,CUS1630,2022/03/29,3,,60,pup3145
PAR4091159643,CUS1631,2022/03/10,2,73.83,86,pup3784
PAR4091193853,CUS1632,2022/03/09,1,53.3,74,pup1437
PAR4091147300,CUS1633,2022/03/09,2,,60,pup2267
PAR4091184899,CUS1633,2022/03/22,2,84.39,105,pup3288
PAR4068729412,CUS1635,2022/03/22,5,84.39,85,pup1390
PAR4068749406,CUS1636,2022/03/25,3,217.58,273,pup612
PAR4091137302,CUS1637,2022/03/17,5,73.83,75,pup4300
PAR4068794974,CUS1638,2022/03/22,1,73.83,87,pup1312
PAR4091189218,CUS1639,2022/03/11,4,,60,pup2272
PAR4068702018,CUS1640,2022/03/24,2,53.3,58,pup4407
PAR4091180430,CUS1641,2022/03/28,4,42.16,48,pup1947
PAR4068717433,CUS1642,2022/03/24,6,73.83,97,pup681
PAR4091138638,CUS1643,2022/03/10,3,84.39,101,pup2671
PAR4091136722,CUS1644,2022/03/31,3,84.39,85,pup876
PAR4068718603,CUS1645,2022/03/09,1,42.16,43,pup2403
PAR4091161168,CUS1646,2022/03/09,1,73.83,78,pup2533
PAR4091130466,CUS1647,2022/03/18,2,84.39,94,pup2340
PAR4068760400,CUS1648,2022/03/29,3,84.39,104,pup524
PAR4091137826,CUS1649,2022/03/16,4,84.39,115,pup3925
PAR4068758943,CUS1650,2022/03/29,1,,60,pup897
PAR4068728836,CUS1651,2022/03/22,3,84.39,100,pup916
PAR4091193469,CUS1651,2022/03/12,3,84.39,120,pup365
PAR4091105903,CUS1653,2022/03/14,7,53.3,65,pup1121
PAR4091128174,CUS1653,2022/03/09,1,,60,pup3259
PAR4068760636,CUS1655,2022/03/25,2,73.83,108,pup1458
PAR4091195186,CUS1656,2022/03/10,9,,60,pup2749
PAR4068707257,CUS1657,2022/03/16,2,84.39,119,pup3104
PAR4091146870,CUS1658,2022/03/29,3,,,pup714
PAR4091155138,CUS1659,2022/03/14,2,84.39,114,pup878
PAR4091144293,CUS1660,2022/03/29,2,84.39,126,pup897
PAR4091140872,CUS1661,2022/03/09,2,,60,pup1094
PAR4068767241,CUS1662,2022/03/18,3,53.3,69,pup540
PAR4068736764,CUS1663,2022/03/29,1,84.39,110,pup777
PAR4091118108,CUS1663,2022/03/17,3,84.39,95,pup3112
PAR4068753118,CUS1665,2022/03/25,2,84.39,105,pup3261
PAR4091198704,CUS1666,2022/03/11,3,53.3,71,pup1427
PAR4091114704,CUS1667,2022/03/09,2,42.16,51,pup1611
PAR4091154950,CUS1668,2022/03/09,1,42.16,54,pup3251
PAR4091154950,CUS1668,2022/03/14,1,,60,pup4290
PAR4091193587,CUS1670,2022/03/18,3,84.39,93,pup3288
PAR4068762811,CUS1671,2022/03/28,3,73.83,83,pup715
PAR4091182951,CUS1672,2022/03/23,2,84.39,96,pup1276
PAR4091169226,CUS1673,2022/03/10,2,53.3,76,pup573
PAR4068707310,CUS1674,2022/03/10,3,53.3,77,pup686
PAR4091168146,CUS1675,2022/03/10,5,84.39,121,pup2102
PAR4091149157,CUS1676,2022/03/28,2,53.3,55,pup2374
PAR4091153985,CUS1676,2022/03/15,4,53.3,72,pup1560
PAR4091187878,CUS1676,2022/03/09,7,42.16,44,pup1427
PAR4068789718,CUS1679,2022/03/25,2,53.3,69,pup2829
PAR4068740972,CUS1680,2022/03/18,2,53.3,54,pup3123
PAR4091170225,CUS1681,2022/03/14,5,,60,pup3076
PAR4091139093,CUS1682,2022/03/15,2,84.39,104,pup2114
PAR4091163365,CUS1683,2022/03/09,2,42.16,61,pup1586
PAR4091175530,CUS1684,2022/03/09,12,94.94,140,pup681
PAR4091128096,CUS1685,2022/03/28,2,84.39,97,pup3759
PAR4091125320,CUS1686,2022/03/10,3,53.3,79,pup356
PAR4091105804,CUS1687,2022/03/16,4,84.39,126,pup1480
PAR4091171568,CUS1688,2022/03/22,4,84.39,93,pup1455
PAR4091151962,CUS1689,2022/03/28,5,,60,pup494
PAR4091147753,CUS1690,2022/03/23,2,84.39,92,pup1465
PAR4068762515,CUS1691,2022/03/30,2,217.58,238,pup625
PAR4068775654,CUS1692,2022/03/22,2,84.39,119,pup762
PAR4091118122,CUS1693,2022/03/09,1,217.58,246,pup517
PAR4091189031,CUS1694,2022/03/16,,,60,pup953
PAR4091188964,CUS1695,2022/03/24,2,217.58,282,pup768
PAR4091185494,CUS1696,2022/03/18,5,217.58,253,pup2087
PAR4091166220,CUS1697,2022/03/22,3,217.58,304,pup873
PAR4091185000,CUS1698,2022/03/09,2,42.16,57,pup603
PAR4091140374,CUS1699,2022/03/10,2,84.39,117,pup2727
PAR4091159981,CUS1700,2022/03/19,4,73.83,103,pup909
PAR4091127336,CUS1701,2022/03/15,2,84.39,101,pup3267
PAR4068724033,CUS1702,2022/03/26,2,84.39,108,pup806
PAR4091112686,CUS1703,2022/03/16,1,73.83,100,pup2763
PAR4091174485,CUS1704,2022/03/10,1,84.39,107,pup433
PAR4068769000,CUS1705,2022/03/18,2,53.3,64,pup2722
PAR4068762606,CUS1706,2022/03/22,4,42.16,62,pup490
PAR4091195817,CUS1707,2022/03/11,2,84.39,100,pup1011
PAR4091131001,CUS1708,2022/03/14,4,73.83,103,pup4243
PAR4091110221,CUS1709,2022/03/22,2,53.3,72,pup2086
PAR4068798330,CUS1710,2022/03/30,3,84.39,117,pup3533
PAR4091192176,CUS1711,2022/03/09,2,73.83,109,pup2801
PAR4068783145,CUS1712,2022/03/30,3,217.58,246,pup1008
PAR4091155818,CUS1712,2022/03/28,3,217.58,282,pup1392
PAR4068789238,CUS1714,2022/03/23,8,73.83,90,pup992
PAR4091187021,CUS1715,2022/03/31,2,,60,pup2782
PAR4068787291,CUS1716,2022/03/28,4,84.39,94,pup4466
PAR4091146094,CUS1716,2022/03/24,4,84.39,90,pup1389
PAR4068787425,CUS1718,2022/03/26,3,217.58,279,pup864
PAR4091128594,CUS1719,2022/03/09,4,217.58,267,pup3653
PAR4068707207,CUS1720,2022/03/18,1,84.39,96,pup739
PAR4068733980,CUS1720,2022/03/28,2,84.39,90,pup665
PAR4068749641,CUS1720,2022/03/22,2,84.39,95,pup3737
PAR4091123419,CUS1720,2022/03/18,2,84.39,89,pup4427
PAR4091161831,CUS1720,2022/03/22,2,84.39,96,pup2228
PAR4091166549,CUS1720,2022/03/28,2,84.39,104,pup4154
PAR4068724979,CUS1726,2022/03/30,2,53.3,76,pup2030
PAR4091156916,CUS1727,2022/03/22,2,84.39,110,pup3781
PAR4091137825,CUS1728,2022/03/10,1,73.83,88,pup3167
PAR4068717811,CUS1729,2022/03/30,4,217.58,314,pup2786
PAR4068796279,CUS1729,2022/03/14,2,217.58,267,pup875
PAR4091116590,CUS1729,2022/03/18,3,,60,pup2768
PAR4068789500,CUS1732,2022/03/30,1,,60,pup541
PAR4091120776,CUS1732,2022/03/16,3,84.39,91,pup4117
PAR4091155427,CUS1734,2022/03/18,3,84.39,110,pup773
PAR4068793543,CUS1735,2022/03/22,3,217.58,254,pup614
PAR4091134576,CUS1736,2022/03/10,4,73.83,94,pup4280
PAR4068701844,CUS1737,2022/03/24,2,84.39,95,pup3735
PAR4091195099,CUS1738,2022/03/10,1,42.16,57,pup4608
PAR4091171922,CUS1739,2022/03/14,4,73.83,78,pup4252
PAR4091115587,CUS1740,2022/03/09,4,,60,pup4257
PAR4091164322,CUS1741,2022/03/16,3,84.39,87,pup2174
PAR4091132101,CUS1742,2022/03/31,3,73.83,82,pup3271
PAR4091185978,CUS1743,2022/03/29,4,73.83,90,pup4047
PAR4091167473,CUS1744,2022/03/17,2,217.58,220,pup4257
PAR4068790111,CUS1745,2022/03/25,1,53.3,80,pup1038
PAR4068732039,CUS1746,2022/03/28,4,,60,pup3481
PAR4091110974,CUS1747,2022/03/24,2,73.83,103,pup2519
PAR4068790041,CUS1748,2022/03/29,1,53.3,78,pup747
PAR4091129220,CUS1748,2022/03/15,2,53.3,67,pup3193
PAR4068747402,CUS1750,2022/03/31,4,73.83,97,pup2228
PAR4091110767,CUS1751,2022/03/11,4,84.39,96,pup2763
PAR4091139263,CUS1752,2022/03/22,3,73.83,80,pup2103
PAR4068723027,CUS1753,2022/03/22,3,217.58,280,pup577
PAR4091126535,CUS1754,2022/03/19,3,42.16,58,pup610
PAR4068792995,CUS1755,2022/03/16,4,73.83,84,pup903
PAR4091125384,CUS1756,2022/03/09,2,42.16,43,pup3141
PAR4091104307,CUS1757,2022/03/15,3,53.3,70,pup618
PAR4091194384,CUS1758,2022/03/31,1,84.39,105,pup646
PAR4091116944,CUS1759,2022/03/28,2,53.3,76,pup873
PAR4068787573,CUS1760,2022/03/28,7,73.83,101,pup1423
PAR4068703403,CUS1761,2022/03/17,2,,60,pup3683
PAR4068733554,CUS1762,2022/03/30,4,84.39,117,pup88
PAR4068723359,CUS1763,2022/03/30,3,73.83,77,pup1879
PAR4091189796,CUS1764,2022/03/09,1,42.16,47,pup4289
PAR4068794042,CUS1765,2022/03/09,2,42.16,61,pup3092
PAR4068718785,CUS1766,2022/03/29,2,84.39,95,pup681
PAR4091144751,CUS1766,2022/03/22,4,84.39,95,pup110
PAR4091117194,CUS1768,2022/03/09,2,84.39,123,pup4117
PAR4068774266,CUS1769,2022/03/30,3,73.83,103,pup1928
PAR4091124921,CUS1769,2022/03/23,3,73.83,98,pup2093
PAR4091176902,CUS1771,2022/03/10,3,,60,pup3334
PAR4091138765,CUS1772,2022/03/28,2,53.3,60,pup773
PAR4068734714,CUS1773,2022/03/22,3,73.83,88,pup354
PAR4068709395,CUS1774,2022/03/17,3,53.3,60,pup2253
PAR4091195345,CUS1774,2022/03/28,2,,60,pup3135
PAR4068707509,CUS1776,2022/03/15,2,53.3,67,pup2746
PAR4068708502,CUS1776,2022/03/30,4,84.39,121,pup761
PAR4068714786,CUS1776,2022/03/17,6,42.16,52,pup2285
PAR4068730055,CUS1776,2022/03/17,2,53.3,77,pup4111
PAR4068737340,CUS1776,2022/03/28,3,84.39,89,pup2113
PAR4068742049,CUS1776,2022/03/23,4,84.39,117,pup791
PAR4068744140,CUS1776,2022/03/15,4,84.39,97,pup3098
PAR4068744401,CUS1776,2022/03/31,2,84.39,105,pup628
PAR4068749495,CUS1776,2022/03/31,2,53.3,67,pup3277
PAR4068749516,CUS1776,2022/03/22,4,,60,pup3179
PAR4068753174,CUS1776,2022/03/25,2,,60,pup782
PAR4068757997,CUS1776,2022/03/18,2,53.3,64,pup2999
PAR4068760352,CUS1776,2022/03/28,4,42.16,60,pup614
PAR4068762012,CUS1776,2022/03/17,3,73.83,82,pup722
PAR4068764593,CUS1776,2022/03/09,2,42.16,46,pup923
PAR4068765771,CUS1776,2022/03/09,2,84.39,94,pup2757
PAR4068769393,CUS1776,2022/03/18,3,84.39,116,pup905
PAR4068777670,CUS1776,2022/03/23,2,53.3,78,pup2999
PAR4068778244,CUS1776,2022/03/26,2,73.83,110,pup211
PAR4068786231,CUS1776,2022/03/19,2,73.83,75,pup4257
PAR4068788872,CUS1776,2022/03/30,6,73.83,108,pup2905
PAR4091101069,CUS1776,2022/03/29,2,84.39,125,pup4547
PAR4091103543,CUS1776,2022/03/11,2,217.58,271,pup541
PAR4091109301,CUS1776,2022/03/10,4,84.39,120,pup1611
PAR4091113065,CUS1776,2022/03/29,3,53.3,72,pup2784
PAR4091122216,CUS1776,2022/03/09,1,,60,pup4275
PAR4091123061,CUS1776,2022/03/10,2,53.3,65,pup3129
PAR4091126741,CUS1776,2022/03/16,2,84.39,92,pup734
PAR4091127635,CUS1776,2022/03/22,3,217.58,255,pup3108
PAR4091131113,CUS1776,2022/03/09,3,42.16,50,pup3072
PAR4091131909,CUS1776,2022/03/14,2,53.3,67,pup2008
PAR4091149904,CUS1776,2022/03/09,2,,60,pup1595
PAR4091152930,CUS1776,2022/03/22,4,,60,pup3251
PAR4091155116,CUS1776,2022/03/26,3,73.83,109,pup3660
PAR4091158084,CUS1776,2022/03/15,3,84.39,118,pup2323
PAR4091160426,CUS1776,2022/03/22,2,53.3,61,pup3153
PAR4091161265,CUS1776,2022/03/31,2,73.83,92,pup1001
PAR4091163723,CUS1776,2022/03/16,4,42.16,50,pup3943
PAR4091165582,CUS1776,2022/03/31,3,84.39,90,pup4538
PAR4091166789,CUS1776,2022/03/15,3,73.83,86,pup1943
PAR4091173245,CUS1776,2022/03/10,3,53.3,68,pup1566
PAR4091182444,CUS1776,2022/03/09,3,84.39,122,pup3086
PAR4091187966,CUS1776,2022/03/15,2,53.3,76,pup4105
PAR4091189588,CUS1776,2022/03/11,2,84.39,112,pup2616
PAR4091194178,CUS1776,2022/03/10,6,53.3,64,pup786
PAR4091196356,CUS1776,2022/03/10,3,84.39,85,pup535
PAR4091196821,CUS1776,2022/03/12,4,73.83,108,pup775
PAR4091198323,CUS1776,2022/03/22,3,,,pup1941
PAR4068750445,CUS1824,2022/03/18,3,217.58,297,pup1556
PAR4091152039,CUS1825,2022/03/29,5,84.39,104,pup1424
PAR4068735828,CUS1826,2022/03/30,3,84.39,87,pup603
PAR4091132337,CUS1827,2022/03/14,2,53.3,69,pup1120
PAR4091102471,CUS1828,2022/03/24,2,84.39,115,pup731
PAR4068709152,CUS1829,2022/03/23,3,84.39,118,pup2784
PAR4068750794,CUS1829,2022/03/26,2,84.39,117,pup2459
PAR4068769219,CUS1829,2022/03/22,2,84.39,110,pup1135
PAR4091168313,CUS1829,2022/03/17,4,84.39,126,pup977
PAR4068716686,CUS1833,2022/03/29,2,53.3,64,pup2828
PAR4068725934,CUS1834,2022/03/18,2,53.3,58,pup1396
PAR4091110240,CUS1835,2022/03/14,2,53.3,69,pup1389
PAR4068741832,CUS1836,2022/03/25,2,53.3,77,pup1568
PAR4068798324,CUS1837,2022/03/28,4,,60,pup746
PAR4091101159,CUS1838,2022/03/14,2,42.16,63,pup963
